ONS Code,Westminster Constituency,Winner,Second,2019 winner (notional),CON,LAB,LDM,RFM,GRN,SNP,PCY,OTH,,Margin,,CON (lo),CON (hi),LAB (lo),LAB (hi),LDM (lo),LDM (hi),RFM (lo),RFM (hi),GRN (lo),GRN (hi),SNP (lo),SNP (hi),PCY (lo),PCY (hi),OTH (lo),OTH (hi)
S14000091,Gordon and Buchan,SNP,Conservatives,Conservatives,27.62%,16.38%,14.46%,13.49%,0.00%,28.05%,,0.00%,,0.4%,,23.7%,31.4%,10.7%,21.9%,10.9%,19.0%,10.2%,16.9%,0.0%,0.0%,23.5%,32.0%,,,0.0%,0.0%
S14000092,Hamilton and Clyde Valley,Labour,SNP,SNP,11.32%,50.40%,5.51%,10.82%,0.00%,21.34%,,0.61%,,29.1%,,9.2%,14.3%,44.4%,56.6%,3.1%,8.9%,8.1%,14.2%,0.0%,0.0%,14.4%,26.4%,,,0.1%,2.1%
S14000093,Inverclyde and Renfrewshire West,Labour,SNP,SNP,7.92%,53.56%,3.90%,7.79%,2.82%,23.46%,,0.55%,,30.1%,,5.7%,10.3%,47.1%,59.2%,2.0%,7.1%,5.5%,10.5%,1.7%,4.8%,18.7%,29.1%,,,0.1%,1.9%
S14000094,"Inverness, Skye and West Ross-shire",SNP,Labour,SNP,11.50%,23.10%,17.68%,11.03%,4.01%,31.81%,,0.88%,,8.7%,,8.7%,14.7%,16.7%,28.7%,13.4%,23.1%,8.1%,14.2%,2.5%,6.2%,26.6%,36.2%,,,0.2%,2.9%
S14000095,Livingston,Labour,SNP,SNP,9.13%,41.20%,5.70%,9.18%,3.86%,28.89%,,2.04%,,12.3%,,6.9%,11.6%,35.5%,45.6%,3.7%,9.2%,7.0%,12.3%,2.6%,6.3%,24.5%,33.0%,,,0.7%,4.8%
S14000096,Lothian East,Labour,SNP,SNP,12.90%,49.30%,4.93%,8.04%,3.13%,20.82%,,0.88%,,28.5%,,10.4%,15.6%,43.5%,53.7%,2.9%,7.8%,5.7%,10.6%,2.0%,4.8%,16.9%,24.8%,,,0.3%,2.3%
S14000097,Mid Dunbartonshire,Liberal Democrats,SNP,SNP,6.15%,16.47%,43.82%,6.15%,3.86%,22.96%,,0.58%,,20.9%,,4.0%,8.3%,10.7%,22.5%,38.2%,49.8%,4.5%,7.9%,2.3%,6.3%,17.5%,27.6%,,,0.1%,2.0%
S14000098,"Moray West, Nairn and Strathspey",SNP,Conservatives,SNP,24.33%,19.75%,5.54%,13.41%,2.99%,32.59%,,1.40%,,8.3%,,20.3%,27.8%,14.2%,26.0%,3.1%,9.4%,9.5%,16.7%,1.9%,4.6%,27.1%,37.4%,,,0.4%,4.7%
S14000099,"Motherwell, Wishaw and Carluke",Labour,SNP,SNP,9.00%,43.47%,3.99%,10.03%,2.90%,29.95%,,0.65%,,13.5%,,7.0%,11.6%,37.4%,49.0%,2.3%,7.2%,7.2%,12.7%,1.9%,4.9%,24.8%,34.7%,,,0.2%,2.6%
S14000100,North East Fife,Liberal Democrats,SNP,SNP,4.67%,12.58%,42.88%,7.88%,4.46%,27.54%,,0.00%,,15.3%,,2.7%,6.6%,8.5%,17.6%,38.0%,48.0%,6.0%,9.9%,3.1%,7.1%,23.3%,31.8%,,,0.0%,0.0%
S14000101,Paisley and Renfrewshire North,Labour,SNP,SNP,9.11%,46.90%,4.72%,8.70%,2.95%,27.62%,,0.00%,,19.3%,,6.7%,11.7%,41.1%,52.3%,2.8%,7.9%,6.3%,11.3%,1.9%,4.9%,22.5%,32.4%,,,0.0%,0.0%
S14000102,Paisley and Renfrewshire South,Labour,SNP,SNP,6.43%,47.55%,4.86%,7.05%,3.00%,30.62%,,0.49%,,16.9%,,4.8%,8.6%,42.5%,52.0%,3.0%,7.6%,5.2%,9.0%,2.0%,4.8%,26.2%,35.0%,,,0.1%,1.8%
S14000103,Perth and Kinross-shire,SNP,Conservatives,SNP,25.46%,19.22%,6.57%,12.01%,0.00%,35.80%,,0.94%,,10.3%,,21.3%,29.7%,13.6%,25.8%,3.8%,11.0%,8.4%,15.4%,0.0%,0.0%,30.6%,40.1%,,,0.3%,3.5%
S14000104,Rutherglen,Labour,SNP,SNP,6.68%,53.12%,4.65%,8.92%,0.00%,25.31%,,1.32%,,27.8%,,5.2%,8.9%,47.0%,58.8%,2.9%,7.7%,6.4%,11.5%,0.0%,0.0%,19.7%,30.7%,,,0.3%,3.8%
S14000105,Stirling and Strathallan,SNP,Labour,SNP,19.77%,25.30%,6.55%,10.50%,4.53%,33.35%,,0.00%,,8.1%,,16.4%,22.8%,19.9%,30.7%,3.7%,10.6%,7.5%,13.7%,3.0%,7.2%,28.0%,38.0%,,,0.0%,0.0%
S14000106,West Dunbartonshire,Labour,SNP,SNP,4.55%,49.10%,3.04%,8.36%,3.14%,31.14%,,0.68%,,18.0%,,3.0%,6.3%,43.4%,53.6%,1.7%,6.0%,6.1%,11.4%,2.0%,5.2%,25.8%,36.0%,,,0.2%,1.9%
W07000081,Aberafan Maesteg,Labour,Reform UK,Labour,8.71%,52.77%,2.36%,19.98%,4.38%,,11.22%,0.58%,,32.8%,,6.6%,11.1%,46.7%,58.0%,1.2%,4.5%,16.1%,23.1%,2.6%,6.9%,,,6.3%,17.4%,0.1%,2.0%
W07000082,Alyn and Deeside,Labour,Reform UK,Labour,18.01%,51.30%,5.78%,20.08%,2.72%,,1.39%,0.73%,,31.2%,,15.4%,21.1%,46.1%,55.1%,3.2%,8.8%,16.1%,23.7%,1.7%,4.1%,,,1.0%,2.9%,0.2%,2.6%
W07000083,Bangor Aberconwy,Labour,Conservatives,Conservatives,22.74%,46.53%,4.92%,14.43%,5.12%,,5.70%,0.56%,,23.8%,,19.3%,26.6%,39.7%,51.1%,3.1%,9.1%,10.9%,18.6%,3.2%,8.4%,,,2.5%,9.5%,0.1%,2.3%
W07000084,Blaenau Gwent and Rhymney,Labour,Conservatives,Labour,10.22%,75.70%,3.23%,0.00%,4.08%,,4.99%,1.77%,,65.5%,,7.0%,13.2%,68.4%,79.5%,1.7%,5.9%,0.0%,0.0%,2.3%,7.9%,,,2.2%,11.5%,0.4%,5.4%
W07000085,"Brecon, Radnor and Cwm Tawe",Liberal Democrats,Conservatives,Conservatives,25.85%,24.50%,26.30%,16.09%,3.40%,,3.28%,0.59%,,0.4%,,22.5%,29.2%,20.4%,29.4%,22.2%,31.0%,12.1%,19.4%,2.3%,4.9%,,,1.9%,5.5%,0.2%,1.7%
W07000086,Bridgend,Labour,Conservatives,Conservatives,20.43%,43.82%,4.94%,17.72%,5.49%,,4.84%,2.77%,,23.4%,,17.0%,23.5%,37.5%,48.9%,3.0%,7.9%,13.8%,21.0%,3.5%,8.1%,,,2.3%,9.1%,0.9%,6.4%
W07000087,Caerfyrddin,Labour,Plaid Cymru,Conservatives,19.50%,29.95%,3.07%,17.47%,2.67%,,26.78%,0.56%,,3.2%,,16.6%,23.4%,24.6%,34.8%,1.9%,5.2%,14.2%,20.6%,1.7%,4.6%,,,20.6%,32.0%,0.1%,1.8%
W07000088,Caerphilly,Labour,Reform UK,Labour,12.86%,46.61%,2.42%,21.76%,3.08%,,13.26%,0.00%,,24.8%,,10.5%,15.7%,41.2%,51.1%,1.4%,4.1%,17.6%,25.8%,2.0%,5.2%,,,8.3%,18.8%,0.0%,0.0%
W07000089,Cardiff East,Labour,Reform UK,Labour,11.17%,57.38%,8.42%,11.76%,4.31%,,4.58%,2.37%,,45.6%,,8.9%,13.7%,51.8%,61.6%,5.3%,12.3%,9.1%,14.6%,2.7%,6.7%,,,2.2%,8.9%,0.6%,6.1%
W07000090,Cardiff North,Labour,Conservatives,Labour,21.32%,48.57%,5.32%,11.67%,9.30%,,3.81%,0.00%,,27.2%,,18.2%,24.3%,43.0%,52.9%,3.1%,8.4%,9.0%,15.3%,6.2%,13.5%,,,1.8%,7.7%,0.0%,0.0%
W07000091,Cardiff South and Penarth,Labour,Conservatives,Labour,18.04%,53.49%,6.12%,12.67%,5.43%,,4.24%,0.00%,,35.5%,,15.0%,20.9%,48.5%,57.6%,3.5%,9.4%,9.8%,15.7%,3.4%,8.0%,,,2.3%,7.6%,0.0%,0.0%
W07000092,Cardiff West,Labour,Conservatives,Labour,16.04%,55.85%,5.79%,12.52%,4.40%,,4.43%,0.96%,,39.8%,,13.4%,18.9%,50.1%,60.3%,3.7%,9.1%,9.7%,15.6%,2.7%,7.0%,,,2.0%,8.9%,0.3%,3.3%
W07000093,Ceredigion Preseli,Plaid Cymru,Labour,Plaid Cymru,12.82%,22.45%,9.55%,14.79%,5.00%,,34.79%,0.60%,,12.3%,,9.8%,15.3%,15.8%,27.9%,6.2%,13.7%,11.4%,18.6%,2.9%,8.1%,,,28.4%,41.8%,0.1%,2.4%
W07000094,Clwyd East,Labour,Conservatives,Conservatives,26.73%,46.77%,4.68%,17.15%,2.97%,,1.26%,0.44%,,20.0%,,22.9%,30.3%,41.9%,51.4%,2.7%,7.6%,13.5%,20.7%,1.9%,4.8%,,,1.0%,2.7%,0.1%,1.9%
W07000095,Clwyd North,Labour,Conservatives,Conservatives,21.70%,43.63%,3.80%,19.21%,2.88%,,8.77%,0.00%,,21.9%,,18.7%,25.4%,37.9%,48.1%,2.2%,6.5%,15.8%,23.2%,2.0%,4.5%,,,4.5%,13.5%,0.0%,0.0%
W07000096,Dwyfor Meirionnydd,Plaid Cymru,Labour,Plaid Cymru,13.95%,21.80%,3.08%,15.52%,5.54%,,39.47%,0.64%,,17.7%,,10.9%,17.2%,16.2%,27.6%,1.7%,5.5%,12.2%,20.0%,3.3%,9.4%,,,32.2%,44.5%,0.1%,2.5%
W07000097,Gower,Labour,Conservatives,Labour,18.65%,48.55%,5.15%,18.44%,3.40%,,5.31%,0.50%,,29.9%,,15.4%,21.8%,42.4%,53.7%,2.9%,8.2%,14.5%,22.9%,2.1%,5.7%,,,2.5%,10.5%,0.1%,1.9%
W07000098,Llanelli,Labour,Reform UK,Labour,13.89%,47.30%,2.29%,22.13%,3.54%,,10.28%,0.58%,,25.2%,,11.1%,16.5%,41.8%,52.0%,1.4%,4.2%,17.7%,27.0%,2.3%,5.8%,,,6.0%,14.7%,0.1%,2.2%
W07000099,Merthyr Tydfil and Aberdare,Labour,Reform UK,Labour,8.68%,49.78%,2.72%,22.20%,4.81%,,11.08%,0.72%,,27.6%,,6.6%,11.1%,43.4%,55.0%,1.3%,4.9%,17.7%,26.1%,2.9%,7.4%,,,6.7%,17.0%,0.2%,2.5%
W07000100,Mid and South Pembrokeshire,Labour,Conservatives,Conservatives,25.85%,42.02%,4.25%,17.59%,3.67%,,5.77%,0.84%,,16.2%,,22.1%,29.2%,35.8%,47.8%,2.3%,7.2%,13.1%,20.8%,2.4%,6.0%,,,3.2%,10.4%,0.2%,2.4%
W07000101,Monmouthshire,Labour,Conservatives,Conservatives,27.78%,40.17%,6.78%,17.92%,4.20%,,2.68%,0.47%,,12.4%,,23.8%,31.6%,34.6%,45.5%,3.8%,10.0%,13.8%,22.2%,2.5%,6.9%,,,1.3%,6.5%,0.1%,1.6%
W07000102,Montgomeryshire and Glyndwr,Labour,Conservatives,Conservatives,28.48%,34.53%,10.12%,20.59%,3.26%,,3.02%,0.00%,,6.0%,,24.8%,32.3%,28.4%,39.5%,6.5%,14.7%,16.2%,25.3%,2.0%,5.1%,,,1.5%,6.1%,0.0%,0.0%
W07000103,Neath and Swansea East,Labour,Reform UK,Labour,12.27%,51.88%,4.47%,19.36%,3.98%,,8.04%,0.00%,,32.5%,,9.9%,15.1%,46.7%,56.7%,2.4%,7.1%,16.2%,22.7%,2.5%,6.0%,,,4.2%,12.7%,0.0%,0.0%
W07000104,Newport East,Labour,Reform UK,Labour,16.96%,54.49%,4.57%,17.63%,3.92%,,2.04%,0.39%,,36.9%,,14.1%,20.2%,49.8%,58.7%,2.6%,7.3%,14.1%,20.6%,2.5%,5.8%,,,1.2%,4.0%,0.1%,1.5%
W07000105,Newport West and Islwyn,Labour,Reform UK,Labour,17.60%,46.23%,3.56%,19.83%,4.52%,,7.12%,1.14%,,26.4%,,14.7%,20.7%,39.1%,51.1%,1.8%,5.9%,16.4%,24.3%,2.7%,7.1%,,,3.3%,13.6%,0.3%,3.3%
W07000106,Pontypridd,Labour,Reform UK,Labour,12.65%,57.62%,3.16%,16.12%,3.36%,,6.43%,0.66%,,41.5%,,10.2%,15.3%,51.4%,62.1%,1.8%,5.7%,12.6%,19.5%,2.0%,5.2%,,,3.2%,11.5%,0.2%,2.3%
W07000107,Rhondda and Ogmore,Labour,Reform UK,Labour,4.36%,59.82%,2.23%,21.87%,3.45%,,8.27%,0.00%,,38.0%,,2.5%,6.3%,54.4%,64.2%,1.3%,3.9%,18.2%,26.1%,2.2%,5.4%,,,4.9%,13.3%,0.0%,0.0%
W07000108,Swansea West,Labour,Reform UK,Labour,14.55%,53.43%,4.06%,17.80%,4.30%,,5.39%,0.47%,,35.6%,,11.4%,16.7%,48.2%,57.4%,2.4%,7.3%,14.4%,21.1%,2.7%,6.8%,,,2.3%,10.2%,0.1%,1.7%
W07000109,Torfaen,Labour,Reform UK,Labour,15.65%,47.05%,5.19%,23.63%,5.74%,,2.28%,0.45%,,23.4%,,13.0%,18.6%,41.0%,51.6%,2.8%,8.9%,19.8%,27.5%,3.6%,8.9%,,,1.2%,5.8%,0.1%,2.0%
W07000110,Vale of Glamorgan,Labour,Conservatives,Conservatives,23.93%,50.22%,2.54%,15.06%,4.67%,,3.13%,0.46%,,26.3%,,20.6%,27.1%,44.9%,54.7%,1.4%,4.0%,11.6%,18.5%,3.0%,7.2%,,,1.7%,6.2%,0.1%,1.4%
W07000111,Wrexham,Labour,Conservatives,Conservatives,21.81%,46.33%,4.79%,19.03%,4.41%,,3.14%,0.49%,,24.5%,,17.7%,24.9%,40.5%,51.0%,2.7%,8.1%,14.8%,22.9%,2.8%,7.0%,,,1.5%,5.7%,0.1%,1.6%
W07000112,Ynys Môn,Labour,Plaid Cymru,Conservatives,17.44%,38.66%,3.16%,16.05%,3.11%,,21.01%,0.57%,,17.6%,,13.9%,20.5%,31.1%,45.7%,1.8%,5.5%,12.5%,20.2%,1.9%,5.3%,,,13.3%,29.0%,0.1%,2.0%
